Username;Komentar;Tanggal
lilis_wlndari23;@NoemeeBelonta Program Makan Bergizi Gratis jalan buat SDM Papua makin juara;Fri Feb 28 06:26:02 +0000 2025
rafli_rama200;@IndonesiaJadi Gaya hidup sehat makin berasa dengan Makan Bergizi Gratis selama Ramadhan yuk bantu dukung program ini;Fri Feb 28 06:19:52 +0000 2025
fahmina_ganur2;@IndonesiaJadi Program Makan Bergizi Gratis membuat Ramadan lebih berarti yuk support!;Fri Feb 28 06:19:50 +0000 2025
briony_lamaraa;@IndonesiaJadi Makan bergizi gratis di bulan puasa bikin semangat terus. Dukung terus program ini!;Fri Feb 28 06:18:11 +0000 2025
gilang_temmy0;@NoemeeBelonta Gerakan keren bareng dukung Papua lewat Program Makan Bergizi Gratis;Fri Feb 28 06:16:34 +0000 2025
fadiyah_irbati8;@NoemeeBelonta Langkah besar buat Papua lewat Program Makan Bergizi Gratis ayo gebyar;Fri Feb 28 06:13:39 +0000 2025
danill_zakaria;@IndonesiaJadi Program Makan Bergizi Gratis lancar berkat kita semua yuk tetap support;Fri Feb 28 06:07:58 +0000 2025
heri_krnawan90;@IndonesiaJadi Samangat terus buat yg bantu program Makan Bergizi Gratis bulan ini;Fri Feb 28 06:06:14 +0000 2025
bancar_suwarno;@IndonesiaJadi Dukungan penuh buat program Makan Bergizi Gratis semoga bisa bikin bulan Ramadhan lebih berkah buat semua orang;Fri Feb 28 06:03:26 +0000 2025
ReikaAudi;Makan bergizi gratis penting untuk tumbuh kembang anak. Selama bulan Ramadhan program ini tetap berjalan. #Prabowo #Gibran #MakanBergiziGratis https://t.co/WKO84MjFgn;Fri Feb 28 06:03:00 +0000 2025
ReikaAudi;Makan bergizi gratis penting untuk tumbuh kembang anak. Selama bulan Ramadhan program ini tetap berjalan. #Prabowo #Gibran #MakanBergiziGratis https://t.co/RZtU3pGl6N;Fri Feb 28 06:02:50 +0000 2025
ReikaAudi;Makan bergizi gratis penting untuk tumbuh kembang anak. Selama bulan Ramadhan program ini tetap berjalan. #Prabowo #Gibran #MakanBergiziGratis https://t.co/HVPPEOHK7F;Fri Feb 28 06:02:44 +0000 2025
ReikaAudi;Makan bergizi gratis penting untuk tumbuh kembang anak. Selama bulan Ramadhan program ini tetap berjalan. #Prabowo #Gibran #MakanBergiziGratis https://t.co/Ze3AP1tZXm;Fri Feb 28 06:02:30 +0000 2025
sisti_karmila39;@NoemeeBelonta Jangan ragu buat dukung SDM Papua lewat Program Makan Bergizi Gratis;Fri Feb 28 05:58:39 +0000 2025
rahmat_budi5;@IndonesiaJadi Indonesia makin solid dgn adanya program Makan Bergizi Gratis di Ramadan;Fri Feb 28 05:53:51 +0000 2025
almema_hasnaa;@IndonesiaJadi Program keren di bulan puasa Makan Bergizi Gratis bawa pulang emang harus didukung;Fri Feb 28 05:47:50 +0000 2025
PutraPutri56164;Momen menggemaskan! Seorang siswa SD menulis surat cinta untuk Pak Prabowo sebagai ungkapan terima kasih atas program makan bergizi gratis. Bukti bahwa perhatian dan kepedulian bisa menyentuh hati anak-anak Indonesia. #MakanBergiziGratis #AnakIndonesiaSehat https://t.co/FkZ6SYTHvK;Fri Feb 28 05:45:53 +0000 2025
antaranews;Wamenlu RI Arrmanatha Nasir menyampaikan kepada Perwakilan PBB di Indonesia bahwa program Makan Bergizi Gratis (MBG) berkontribusi dalam mewujudkan Tujuan Pembangunan Berkelanjutan (SDGs) di Indonesia. https://t.co/xRgA4KF520;Fri Feb 28 05:44:17 +0000 2025
arumi_khanza76;@IndonesiaJadi Makan Bergizi Gratis program yang pas banget buat sambut bulan Ramadhan. Riuh dukungan masyarakat;Fri Feb 28 05:35:18 +0000 2025
fajri_ilham21;@IndonesiaJadi Khusus Ramadan yuk dukung program biar bisa bawa pulang Makan Bergizi Gratis;Fri Feb 28 05:33:49 +0000 2025
dzemila_olia4;@IndonesiaJadi Ramadan lebih asik dgn program Makan Bergizi Gratis yuk terus kita dukung;Fri Feb 28 05:24:00 +0000 2025
bagas_putra32;@IndonesiaJadi Program makan bergizi gratis makin berarti di bulan puasa yuk dukung bersama;Fri Feb 28 05:11:38 +0000 2025
anindya_kur90;@IndonesiaJadi Jangan lewatkan kesempatan berbagi kebaikan di Ramadhan dengan mendukung Makan Bergizi Gratis program hebat!;Fri Feb 28 05:08:57 +0000 2025
reza_budi990;@IndonesiaJadi Sukses besar buat program Makan Bergizi Gratis! Tetap semangat support;Fri Feb 28 05:07:04 +0000 2025
khairun_ysra3;@IndonesiaJadi Salut buat semua yg support program Makan Bergizi Gratis yuk lanjutkan;Fri Feb 28 05:05:45 +0000 2025
DuniaInform221;MUI mendukung penuh program makan bergizi gratis https://t.co/W6M46PG8vr;Fri Feb 28 04:51:09 +0000 2025
irfandi_prdna;@IndonesiaJadi Nostalgia indah saat lihat program Makan Bergizi Gratis masih jalan di Ramadhan yuk dukung terus biar semua bisa menikmati;Fri Feb 28 04:45:53 +0000 2025
suaramuslimnet;Peran Lembaga Filantropi Islam dalam Mendukung Program Makan Bergizi Gratis Pro kontra wacana lembaga filantropi Islam mendukung program MBG ini terjadi saat Ketua DPD RI mengusulkan dana di lembaga amil zakat untuk membantu membiayai. #makanbergizigratis https://t.co/Y4s0MHYMhn;Thu Feb 20 20:44:54 +0000 2025
AnsyariNasrull2;"Klu Makan Bergizi Gratis (MBG) Ada Pro &amp; Kontra Itu Hal Biasa Tnp Ada Polemik Yg Begini. DiLain Hal SeandaiX Ada Program Prabowo Dgn Membuka Lapangan Pekerjaan Seluas2X Terus Byk MenolakX Berarti Yg MenolakX Itu Sakit Scr Massal &amp; Yg Begitu Perlu DiSediakan Tmpt Rehabilitasi ";Tue Feb 18 16:03:57 +0000 2025
bemfebunud;Video Kastrat Minta Opini (KOPI) Halo Civitas Ekonomi! Program Makan Bergizi Gratis adalah program yang bertujuan untuk menurunkan angka stunting di Indonesia. Banyak pro dan kontra dari program ini tapi satu hal yang pasti: gizi yang terpenuhi adalah investasi untuk masa https://t.co/IeVCIG2q5n;Sun Feb 16 07:43:04 +0000 2025
staysknow;harusnya sebelum milih lu mikir program unggulan mereka makan siang bergizi gratis itu make dana apa? sebelumnya jg pas kampanye udah banyak yang mempertanyakan ini kok udah banyak kontra soal program ini dulu wkwkwk;Thu Feb 13 22:05:22 +0000 2025
blazdies;@tanyakanrl kalo lihat dari segi anggaran aku tim kontra karna ternyata anggaran program makan bergizi gratis melebihi APBN 2025 pdhl programnya blm terealisasi utk sekolah diseluruh Indonesia. tapi kalo lihat dari segi melengkapi gizi anak-anak sekolah aku tim pro. hehe ya gt deh;Wed Jan 29 09:17:43 +0000 2025
TeddGus;Program Makan bergizi gratis tidak perlu diperdebatkan karena memang yang pro dan kontra punya kepentingan yang sama. Selengkapnya bisa ditonton di https://t.co/nZuuzQ8p9Y https://t.co/RX3Y6zobug;Sun Jan 19 11:20:05 +0000 2025
RadioElshinta;Wacana penggunaan dana zakat untuk membiayai program makan bergizi gratis (MBG) mengundang pro kontra. Sejumlah pihak menolak wacana tersebut dan ada pula yang mengusulkan didanai dari pemda/APBD. Bagaimana Badan Amil Zakat menilai wacana dana zakat untuk program MBG? Talk : https://t.co/0DF97KxTDl;Sat Jan 18 15:05:16 +0000 2025
zmhbd1;Gue sebenarnya adalah pihak kontra mengenai progam makan bergizi gratis itu. Kenapa? Karena program ini udah mengambil hak-hak masyarakat Indonesia. Salah satunya kebebasan berpendapatan.;Sat Jan 18 13:18:53 +0000 2025
kyhvjk;Soalnya dri sudut pandang gw yg memicu kontra di masyarakat ttg program ini tuh krna ketidakmerataan makanan yg dibagikan gak sih? Kan jdi dipertanyakan (kalau emg programnya makan siang bergizi gratis) ini standar ahli gizi nya gimana? Kok bisa beda� di tiap sekolahnya???;Sat Jan 18 07:35:47 +0000 2025
pradanaMedia;Kontroversi Deddy Corbuzier dan Program Makan Bergizi Gratis: Pro dan Kontra Mengemuka https://t.co/0V6v5Kh4YY;Sat Jan 18 06:27:59 +0000 2025
detikcom;Deddy Corbuzier mengkritik siswa yang mengeluh tentang makanan program Makan Bergizi Gratis. Pendapatnya memicu pro dan kontra netizen! https://t.co/nxMkLr1cm4;Sat Jan 18 04:00:00 +0000 2025
Joker07862485;@Heraloebss Kenapa bangsa ini di X isiannya kebanyakan yang kontra makan bergizi gratis program pemerintah yang sangat bagus untuk memberikan makan rakyat yang kesusahan ya di dukung dari mana saja yang penting anak anak bisa makan gratis kecuali anak anak goblok yang di video itu;Sat Jan 18 02:58:58 +0000 2025
detikinet;Deddy Corbuzier mengkritik siswa yang mengeluh tentang makanan program Makan Bergizi Gratis. Pendapatnya memicu pro dan kontra netizen! https://t.co/wMlP6I8ltP;Sat Jan 18 02:51:17 +0000 2025
detikinet;Deddy Corbuzier mengkritik siswa yang mengeluh tentang makanan program Makan Bergizi Gratis. Pendapatnya memicu pro dan kontra di kalangan netizen. https://t.co/p1MWffMMqE;Sat Jan 18 00:32:16 +0000 2025
RadioElshinta;Mencuat usulan penggunaan dana zakat untuk membiayai program makan bergizi gratis (MBG). Hal ini pun memunculkan pro kontra di masyarakat. Merespon usulan tersebut Presiden Prabowo Subianto mengatakan pemerintah telah siap untuk memberikan makan bergizi gratis (MBG) untuk semua https://t.co/xKR4dwGJJ1;Fri Jan 17 03:21:20 +0000 2025
RadioElshinta;Ketua DPD Sultan B Najamuddin mengusulkan dana zakat digunakan untuk membiayai program makan bergizi gratis (MBG). Hal ini memunculkan pro kontra di masyarakat. Lalu Bagaimana DPR merespon usulan ini? Talk: Anggota Komisi VIII DPR RI - Hidayat Nur Wahid Streaming https://t.co/Cr0ApunvI9;Thu Jan 16 04:11:26 +0000 2025
kompascom;Wacana untuk memanfaatkan dana zakat sebagai sumber pembiayaan program Makan Bergizi Gratis menuai pro dan kontra di tengah publik. ~N #Zakat #MakanBergiziGratis https://t.co/XmowHguS6s;Thu Jan 16 01:13:22 +0000 2025
liaasister;"Memang program makan bergizi gratis adalah program yang penuh dengan pro dan kontra . Pemerintah terjebak diantara menunaikan janji kampanye yg penjadi program utama pada waktu pilpres &amp; keterbatasan anggaran . Akibatnya pelaksanaan nya tidak bisa maksimum &amp; tidak bisa merata https://t.co/Kkaixat97W";Fri Jan 10 02:47:51 +0000 2025
Frans11871;@ilhampid Gara� makanan 10rb an anak jadi masuk RS. Udah lah iklasin aja ga usah dimakan tuh makanan. Bikin dan bawa makanan sndiri dr rumah. Kalo bgini kan jadi ribet. Mempertaruhkan keselamatan keamanan diri anak.;Tue Apr 22 19:07:53 +0000 2025
kangkreby;@ilhampid Kalo mo belain junjungan lu pada kreatif dikit napa aelah Vendor kalo dibayar layak jg pasti dimasakin yg layak Ituuu lohhh kebijakannyaa tolong dievaluasi dulu!!! Direncanain matang2 baru eksekusi nyawa orang dimainin nganisin duit pula Semoga korban lekas membaik https://t.co/USjgcZeDQP;Wed Apr 23 03:17:54 +0000 2025
_endahsekar;@ilhampid di tempat sy ngajar . bukannya ga bersyukur tp ini bergizi dr mananya kalo ada gorengan https://t.co/P9MYp4N4XG;Thu Apr 24 11:17:46 +0000 2025
hymola_;@ilhampid Ya gimana ya wkwkw https://t.co/Ho4JRcPRSx;Thu Apr 24 16:42:16 +0000 2025
sinyo_tony;"@ilhampid paling ntar yg kena cuman jasa kateringnya doang.... inilah klo proyek cuman sekedar buat pencitraan tanpa riset tata kelola &amp; pengawasan yg bener yaaahh bakal banyak lgi yg jd korban.... terlalu dipaksakan.... atau mungkin bakal buat bancaaan ? https://t.co/stiEzdt1p4";Wed Apr 23 01:36:52 +0000 2025
mutiaashmars;@ilhampid Udah banyak dokter gizi yang aktif sosmed menegur program MBG ini dari awal pemilu tapi ya tidak diindahkan;Thu Apr 24 14:03:46 +0000 2025
dinnah_;@ilhampid Semoga anak2 korban keracunan MBG sadar bahwa nantinya saat sudah cukup usia akan memilih presiden yang cerdas bukan yg gemoy dan gemar kasih bansos tapi yg memajukan pendidikan.;Thu Apr 24 04:25:10 +0000 2025
Azani_rahman;@ilhampid kasian ahli gizinya yg di salahin padahal dia juga serba salah nentuin menu dengan budget mepet dan masih harus bertarung dengan potongan komisi sana sini;Wed Apr 23 11:41:41 +0000 2025
Helmylf14;@ilhampid Ini jga salah sebenarnya dari yang megang jobdesk mengenai pemeriksaan bahan baku. Kadang ad bahan baku yang di paksain padahal kualitas nya buruk. Kadang supplier memaksakan jual Bahan bakunya tanpa di cek terlebih dahulu kualitasnya. Hal ini hrus jdi evaluasi buat dapurnya KA;Wed Apr 23 00:25:58 +0000 2025
yonas_rb;@ilhampid laah emang prabowo gibran yg masak?? goblokmuu loooo;Tue Apr 22 19:39:11 +0000 2025
lihayatirizky;@ilhampid Indonesia butuh pendidikan gratis lapangan pekerjaan kalo makan bergizi biar emak bapaknye yg kasih;Wed Apr 23 04:13:13 +0000 2025
makdin_;@ilhampid Apasih urgensinya MBG? Kalo mau anak2 gak stunting murahin pangan susu dll. Buka lapangan kerja seluas2nya dgn iklim investasi yg baik jadi kepala keluarga bisa kerja dan dpt gaji untuk beli makanan bergizi anak2nya. Mau hilang berapa nyawa baru berhenti program gajelas ini?;Fri Apr 25 13:50:15 +0000 2025
aripinkturtle;@ilhampid Makan beracun gratis;Wed Apr 23 00:32:08 +0000 2025
Hadi_NHuda;@ilhampid Makan Berbahaya Gratis bukan salah pencanang program tetapi pelaksanaan dan target nya yang tidak tepat seharusnya ini disajikan kekhalayak nusakambangan dan napi napi lain dilapas;Wed Apr 23 01:24:11 +0000 2025
MBuitenzorgy;@ilhampid Masalah utama: pagu 10k per pax itu MUSTAHIL memenuhi kualifikasi makanan BERGIZI. Jadilah bahan baku ngasal tenaga kerja ngasal outcome: makanan basi. Angka 10k darimana?Ya dari PRESIDEN. Pendukung Pragib otaknya emang ga nyampe sini maklumin aja.;Thu Apr 24 05:39:50 +0000 2025
oomhardy;@ilhampid @babanyabita Orang2 didikan militer emang inkompeten mengeksekusi tugas sipil macem gini. Gak bs eksekusi yang tidak korup komunikasi antar lembaga komunikasi ke vendor utk standarisasi kualitas.;Thu Apr 24 22:53:03 +0000 2025
ianosphere91;@ilhampid Buat apa sih makanan bergizi gratis dari pemerintah... Udah tau dana pasti bakal dikorupsi hasilnya jadi makan seadanya. Udah paling bener orang tua masing2 anak yang nyediakan karena ortu lebih tau makanan yang disukai anaknya;Wed Apr 23 09:27:45 +0000 2025
koswaradhiwa;@ilhampid program mbg tuh dia asal nyeletuk aja pas debat biar keliatan peduli giliran dah jadi presiden bingung dia cara eksekusinya ngasal jadinya gini;Wed Apr 23 10:10:04 +0000 2025
faizalaziz_id;@ilhampid MBG itu kebijakan berbasis 'proyekan'. Semua tau lah proyekan itu gmn. Padahal daripada ngasih makan gratis buat anak sekolahan mending sekolahnya yg gratis. Kalo MBG gini yg butuh makan tapi gabisa sekolah ya tetep aja ga dapet. Sodara kita di Papua pun berkata demikian..;Wed Apr 23 16:46:44 +0000 2025
ejakbojak;@ilhampid Yah sbenernya salah vendor tapi yah salah juga kalo sampe kagak ada bagian pengawas dr pemerintah langsung yg ninjau sblm mereka (vendor) masak makan gratis karna yah tau sendiri ini indonesia bukan negara lain dgn program yg sama;Wed Apr 23 01:01:11 +0000 2025
roberthurrahman;@ilhampid janne ono 2 kerugian dengan adanya MBG anggarannya bisa dikorupsi dan makan makanan beracun.;Wed Apr 23 19:28:27 +0000 2025
ParhusipDoland;@ilhampid MBG itu adlh pekerjaan yg paling melelahkan dan plng mahal. 1 dapur MBG aja membutuhkan ahli gizi tata boga serta alat yg canggih dan punya sertifikat pelatihan. Tp ini konoha semua msh serba manual. Asal buat dapur MBG tanpa ada manajemen pengeloan yg jelas. Al hasil keracunan;Wed Apr 23 13:57:56 +0000 2025
WlkrBryn64191;@ilhampid @grok ???????????? ?????? ???????????????? ???????????????????????? ???????? ?????????????????;Wed Apr 23 02:43:52 +0000 2025
WinaAgu23483147;@ilhampid Ini malah jadu ajang memperkaya diri buat para catering jadi kualitas d turunin emang goblok jahat banget mereka https://t.co/MHM9axLljQ;Tue Apr 22 22:54:20 +0000 2025
ichan_n11;@ilhampid Cabut sj tuh makan gratis yg dilabel bergizi gak guna. Sebaiknya pemerintaah membuka lapangan pekerjaan biar orng tua pada kerja gk nganggur. Klw pendptan rmh tngga meningkat tiap hari mereka mkn ayam.;Fri Apr 25 00:49:16 +0000 2025
CutSarina5;@ilhampid Harus di eveluasi jatah makan peranak berapa ? Trs yg menyediakan MBG bajetnya berapa di sunat apa ngak?bisa saja pas sampai tukang masak tinggal seuprit ya masak ala kadarnya lah ;Wed Apr 23 02:12:27 +0000 2025
Krishna63602298;@ilhampid Ini sebenarnya salah satu strategi jenius pemerintah dengan mengurangi populasi khususnya pelajar sehingga ekonomi stabil anggaran pendidikan berkurang dll;Fri Apr 25 04:48:23 +0000 2025
abanggeutanyoe;@ilhampid Kalau bikin rencana/master plan/ blue prin/ program terhebat sedunia.. giliran Koordinasi buruk Pengawasan rekayasa Aktualisasi : Jauh panggang dari Api..;Wed Apr 23 03:44:18 +0000 2025
xiexiechoi;@ilhampid Sedih bgt jd ahli gizinya ya. Udah gajinya ga jelas bener2 kerja dibawah tekanan (nyusun menu dgn harga ga masuk akal) skrg msh disalahin pula. Padahal keracunan itu ada banyak sebab. Salah satunya suhu makanan proses distribusinya seperti apa;Wed Apr 23 16:14:59 +0000 2025
tinywinybitchy;@ilhampid padahal ya kalo nalarnya jalan ngurusin makan orang banyak tuh ga mudah. kebutuhan setiap orang beda2 ga semua makanan cocok ke semua orang. kita ga tau dia alergi apa dia harus banyak makan protein atau serat serat. masak buat mpasi aja repot puyeng ini lagi seindonesia ??;Thu Apr 24 06:09:38 +0000 2025
bluuocyann;@ilhampid se baik baiknya operasional MBG tetep aja makan siang 10k tu dampaknya ga terlalu signifikan buat gizi anak ;Wed Apr 23 12:44:55 +0000 2025
Frmdn16;@ilhampid Kebijakan paling maksa selama Indonesia Merdeka. Eh udah Merdekaa belum ya (?) Sekali lagi INDONESIA BELUM SIAP COK. Ibarat lu itu miskin tapi maksa buat hidup hedon ngga sinkron!;Wed Apr 23 02:00:56 +0000 2025
UpiRaharjo;@ilhampid Bro yg ngurusin MBG itu bukan ahli gizi tapi profesor AHLI SERANGGA .. jadi jgn tanya ahli gizinya mana???? itu pertanyaan orang mabok;Tue Apr 22 21:56:48 +0000 2025
AliSyahbana2912;@ilhampid makan beracun gratis;Wed Apr 23 05:09:55 +0000 2025
seonshineyou;@ilhampid kan ahli gizinya lg yg disalahin HAHAHA;Wed Apr 23 03:51:42 +0000 2025
skyismine47;@ilhampid @corbuzier;Tue Apr 22 16:43:07 +0000 2025
zackxy007;@mardigu024 sangat bagus dukung;Mon Apr 28 15:54:58 +0000 2025
_TeamHore_;@mardigu024 ini konsep yang bener https://t.co/1gkWHBW9qc;Mon Apr 28 06:45:31 +0000 2025
DrajatSunan;@mardigu024 di pake bayat bang emok titip ke ortu yg lagi butuh duit mah;Mon Apr 28 05:48:38 +0000 2025
Ayahnya_anu;@mardigu024 kasihan yg lain dong cuannya tdk dapat;Mon Apr 28 05:36:19 +0000 2025
lodwik1601;@mardigu024 #presiden berikutnya ;Mon Apr 28 03:37:39 +0000 2025
JOINLampung;@mardigu024 Saya dah dari Awal berpikir demikian boz kalau ortu/wali yang masak kecendrungan keracunan tidak ada mengingat ortu dah biasa melayani Anak... ada efisiensi penyediaan dapur bahwa tetap perlu pendampingan tinggal diatur...;Mon Apr 28 05:33:20 +0000 2025
CuriousGirl212;@mardigu024 yang paling pas sih buka lapangan kerja seluasnya biar orang tua bisa pada kerja punya penghasilan cukup dan diedukasi jadi bisa masakin makanan sehat dan bernutrisi buat anaknya.;Tue Apr 29 00:24:01 +0000 2025
dnm_operational;@mardigu024 Bagus ...tapi bukan juga harus mengklaim bahwa itu gagasannya... Sudah banyak orang bersuara untuk diberikan keorang tua murid yang menyediakan.;Mon Apr 28 09:34:30 +0000 2025
JParidjal;@mardigu024 Jangankan Begini.Begono jga bisa sing penting Rp'nya;Mon Apr 28 04:52:58 +0000 2025
RepublikSerikat;@mardigu024 Ini sangat lebih tepat! Ke sekolah juga lebih bagus dibanding pola MBG sekarang yang cuma jadi bisnis kader2 partai saja dan potongan di mana-mana;Mon Apr 28 05:22:36 +0000 2025
igiT_0403;@mardigu024 Kasian dong pemilik Dapur MBGnya kan gk dapat duwit jadinya ;Tue Apr 29 03:07:32 +0000 2025
hap_tyas;@mardigu024 Ya mending harga bahan pangannya yanh dimurahin lah.;Tue Apr 29 04:40:27 +0000 2025
MattDavid83092;@mardigu024 MBG buatan Omon Omon Masih lebih Baik Makanan Orang di Penjara;Mon Apr 28 08:32:33 +0000 2025
Jediimar;@mardigu024 Ini lebih realistis KDM ;Tue Apr 29 01:17:26 +0000 2025
podo_radong1;@mardigu024 lebih manfaat dikasih ke ortunya bulanan aja jadi bisa makan sekluarga kang @KangDedyMulyadi;Tue Apr 29 01:53:05 +0000 2025
Cuankie99;@mardigu024 Udah ada keputusan dari pusat udah jalan juga malah bikin ide sendiri bikin kacau jadinya.;Mon Apr 28 23:09:06 +0000 2025
hendrie_1985;@mardigu024 Program seperti ini agak riskan juga sih dimulai dari mekanisme penyalurannya apakah lewat POS BANK dan lembaga yang ditunjuk dan ga mungkin setiap hari dicairkan lewat bank dan lembaga keuangan karena minimal transaksi sebesar Rp50.000. Jadi bisa di akumulasi setiap minggu;Mon Apr 28 09:32:43 +0000 2025
EMusiran;@mardigu024 Sebaiknya itu menjadi kebijakan pusat yg dilaksanakan oleh kepala daerah.;Tue Apr 29 00:31:41 +0000 2025
SetiaBu86893287;@mardigu024 Setuju;Mon Apr 28 13:47:32 +0000 2025
cristianebianto;@KompasTV Ni pejabat2 ada yg minta maaf gak sih terkait kasus keracunan ini?;Fri Apr 25 13:38:28 +0000 2025
Petanidesa13;@KompasTV Ingat ini Hanya yaaah;Sat Apr 26 04:56:44 +0000 2025
_anomymous;@KompasTV Statement dari negara yang emang udah sering numbalin warga sejak jaman covid. Rakyat Indonesia ada 200 juta. Keracunan 10.000 orang gpp lah ya. Gitu kurang lebih. Rakyat cuma dihitung angka. Bukan nyawa.;Fri Apr 25 20:37:19 +0000 2025
MSE;"MSE has partnered with Sports &amp; The Arts and @cllctMedia to acquire original artworks for the District Arts Collection a curated collection that will adorn the innovative new @CapitalOneArena. Local artists can apply now! ";Wed Apr 23 18:52:26 +0000 2025
aariinii_;@KompasTV berak sekebon;Sat Apr 26 12:23:01 +0000 2025
mosevisualdiary;@KompasTV Bodoh banget @prabowo bodoh banget. Harusnya target kalian bukan lagi gimana menekan keracunan sampai 0. Harusnya gimana agar MBG ini kasih nilai gizi yg baik. Kan katanya buat memperbaiki gizi. Bodoh kok ya otaknya enggak adaaaaaaaaaaa se-enggak prepared itu kah kalian https://t.co/uDqVTRRFsS;Fri Apr 25 23:36:36 +0000 2025
butterscotchsyr;@KompasTV hanya is insane;Sat Apr 26 07:33:31 +0000 2025
clstherrr;@KompasTV jadi maksudnya kalo yang keracunan dikit tuh wajar? nunggu semua pada keracunan apa gimana? harusnya kalo udah tau nggak bener tuh di evaluasi. lagi-lagi rakyat yang jadi korban;Sat Apr 26 09:28:08 +0000 2025
abas_jo;@KompasTV Malah masalah prosentase nya ini yg di tekankan.. intinya praktek MBG bikin banyak siswa keracunan.. Ngeles kurang pinter ;Fri Apr 25 13:29:18 +0000 2025
mishamoonberry;@KompasTV MBG kan katanya utk anak� dr keluarga yg kesulitan kasih anaknya makan. kalau anaknya keracunan berarti keluar biaya RS biaya perawatan biaya obat biaya makanan sehat supaya bs cepet sembuh. uang dari mana? apa pemerintah mau tanggung?;Sat Apr 26 07:27:46 +0000 2025
Radjus_5300;@KompasTV Seharusnya tdk perlu terjadi;Sat Apr 26 22:58:13 +0000 2025
nasibusuq;@kompascom @vaniepink program membunuh anak bangsa...lama lama ini;Wed Apr 23 23:22:32 +0000 2025
A1Policy;" NEW EPISODE Legendary @CoachLouHoltz88 sits down with distinguished CEO David Herche for a must-watch convo on leadership grit &amp; restoring the American Dream. This is about business that builds communities not dependence. Strong values create a strong America!";Thu Apr 24 21:29:41 +0000 2025
Ginakyo2;@kompascom PROGRAM SAMPAH INI MMG COCOK SEH UTK PENDUKUNG WOWO ALIAS KAUM JOGED 58% ...MMG PANTES MEREKA DI KASIH NASI BASI BG MEREKA MAH CUKUP JOGED2 AJA UDH HAPPY KO ;Tue Apr 22 05:02:59 +0000 2025
meruemeri;@kompascom Gendut @prabowo;Tue Apr 22 05:22:57 +0000 2025
Kastara48;@kompascom MBG makan beracun gratis dong ?;Tue Apr 22 05:47:32 +0000 2025
NizamiAgus;@kompascom Keracunan massal ini sering terjadi. Takutnya ada yg mati. Tak ada yg tanggungjawab. Baiknya MBG ini khusus siswa miskin dan dikelola kantin sekolah.;Tue Apr 22 11:15:53 +0000 2025
Ginakyo2;@kompascom INI PROGRAM YG MAU DI CONTOH NEGRA LAIN YA....MKN GRATIS NASI BASI / BERACUN ....NGAKAKK LIHAT KEBODOHAN INI ....YUUKK SEMANGAT LG MEMBODOHI RAKYAT NYA .. @prabowo @Gerindra @gibran_tweet;Tue Apr 22 05:05:34 +0000 2025
AidilAksa08;@kompascom banyak banyak problem nya MBG jadi program unggulan yg gagal;Tue Apr 22 02:39:25 +0000 2025
Mharisandi;@kompascom lebih aman makan d rmh kan......kan..kan...;Tue Apr 22 05:14:31 +0000 2025
RHBangleo;@kompascom Mbg ini artinya makan beracun gratis ;Tue Apr 22 02:28:34 +0000 2025
Budi83236750515;@kompascom Halo BGN;Tue Apr 22 09:00:28 +0000 2025
HalomoanHa91790;@kompascom Bener.. MBG : Makan Beracun Gratis;Tue Apr 22 00:16:07 +0000 2025
AnnangFireruzz;@kompascom Semoga cepat sembuh semuanya;Tue Apr 22 04:59:58 +0000 2025
Boy_Reng;@kompascom Akankah ditanggapi hal seperti ini???;Tue Apr 22 05:44:36 +0000 2025
bukanpejabrut;@kompascom MBG Makan basi gratis;Tue Apr 22 11:02:24 +0000 2025
mendungudan;@kompascom Pasti ada yang bilang diracun antek aseng awkwkwkw;Tue Apr 22 03:26:33 +0000 2025
inpantaufar;@kompascom kemaren yg bilang pe'a mana suaranya;Tue Apr 22 03:40:32 +0000 2025
chaeonenonly;@kompascom @prabowo baca tuh yg lu bangga banggain eneg gue denger lu ngomong mbg mbg. sedangkan pemerintah nya beda piring dengan rakyat makanan bergizi ko beracun wooo woo malu woo;Wed Apr 23 00:08:49 +0000 2025
DwiSufianto;@kompascom @DediMulyadi71 piye Iki?;Tue Apr 22 00:03:24 +0000 2025
noma_den;@kompascom program hantah berantah bkin anak org malah keracunanan;Tue Apr 22 04:59:02 +0000 2025
Ginakyo2;@kompascom Program sampah ....proyek koruptor ;Tue Apr 22 05:05:54 +0000 2025
kedaikopiberau;@kompascom Ini memang Program Taik Anjing ...;Tue Apr 22 10:33:34 +0000 2025
AbulKhaulah;@kompascom Program inikah yang disebut si Oppung membuat terperangah...?;Tue Apr 22 05:00:52 +0000 2025
EddySutisna8;@PaltiWest2024 Saya hanya khawatir ujung-ujungnya cuma dikasih ENERGEN 1 sachet;Mon Jan 06 13:42:09 +0000 2025
ammy13allstar;@PaltiWest2024 Didaerahku belum dapat makan gratis. Jikalau pejabat pintar tak perlu makan gratis. Tinggal setiap hari para siswa dapat susu yg bener� bergizi. jauh lebih baik dan praktis.;Mon Jan 06 07:52:40 +0000 2025
Jagungbeledug;@PaltiWest2024 Itu adik yg gendut sampe garuk2 kepala. Mungkin dlm hatinya bilang kaya gini amat makan bergizi dan gratis ya... ;Mon Jan 06 07:15:43 +0000 2025
Muhamma65051169;@PaltiWest2024 Sungguh ironis.;Mon Jan 06 06:05:18 +0000 2025
